key,text,region,cityname,citytype,district,street,bldnum,bldlist
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Կարապետ Ուլնեցու փողոց 2-րդ փակուղի,,"4, 6"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Դրոյի փողոց,,4-15
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Էզրաս Հասրաթյան փողոց,,"5/1, 5/2"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Պարույր Սևակի փողոց,,"90, 92, 106"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Ծարավ Աղբյուրի փողոց,55,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Գոգոլի փողոց,,"5ա, 80, 85, 86, 87, 89, 90"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Աճառյան փողոց,,19-37
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Մյասնիկյանի պողոտա,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Յաղուբյան փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Նորաշխարհյան փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Գերցենի փողոց,,
